,pChEMBL Value,#RO5 Violations,Smiles
178,8.54,0,C[C@@H]1CC/C(=N/Nc2nc(-c3ccc(F)cc3F)cs2)C1
179,8.53,0,C#CCCCCOc1ccc2cc(-c3ccc(OC)cc3)c(=O)oc2c1
180,8.52,0,CC(=O)c1ccc(OCc2ccc(F)cc2)cc1O
181,8.52,0,C/C(=N/Nc1nc(-c2ccc(F)cc2F)cs1)c1cccs1
182,8.52,0,O=C1NC(=O)c2cc(OCc3ccc(Br)cc3)ccc21
183,8.52,0,O=C1Nc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2C1=O
184,8.52,0,Fc1ccc(-c2csc(NN=C3CCCC3)n2)c(F)c1
185,8.52,0,O=c1oc2cc(OCc3ccc(Cl)cc3)ccc2s1
186,8.51,0,COc1ccc2c(=O)c(/C=C/c3ccc(F)cc3)coc2c1
187,8.5,0,O=C(Nc1ccc(Cl)c(Cl)c1)C1=Cc2ccccc2OC1
188,8.49,0,O=C(Nc1ccc2[nH]ccc2n1)c1ccc(F)c(Cl)c1
189,8.49,0,COc1cc(-c2cc3cc(C)ccc3oc2=O)ccc1Br
190,8.49,0,Fc1ccc(-c2csc(NN=C3CCCC3)n2)c(F)c1
191,8.49,0,Cc1cc(=O)oc2cc(OCc3cccc([N+](=O)[O-])c3)ccc12
192,8.49,0,NNC(=O)c1cc2ccccc2oc1=O
193,8.48,0,O=C(Nc1ccc2[nH]ccc2n1)c1ccc(F)c(Cl)c1
194,8.48,0,Cc1c(C)c2ccc(OCc3cccc(Cl)c3)cc2oc1=O
195,8.48,0,O=c1ccoc2ccc(OCc3ccc(Br)cc3)cc12
196,8.48,0,CCc1ccc(NC(=O)c2coc3ccccc3c2=O)cc1
197,8.48,0,CCc1ccc(NC(=O)c2coc3ccccc3c2=O)cc1
198,8.48,0,C#CCN(C)[C@H](C)Cc1ccccc1
199,8.47,0,Cc1ccc(NC(=O)c2csc3ccccc3c2=O)cc1C
