,pChEMBL Value,#RO5 Violations,Smiles
207,8.08,0,[Cl-].c1ccc(C2(c3ccccn3)CC3c4ccccc4C2c2cccc[n+]23)nc1
208,8.07,0,CS(=O)(=O)Nc1ccc2nc(CN3CCC(Cc4ccccc4)CC3)[nH]c2c1
209,8.06,0,Cc1ccc(CC2CCN(C(=O)c3nc4ccc(O)cc4[nH]3)CC2)cc1
210,8.06,0,O=C(c1cc(=O)c2cc(O)ccc2[nH]1)N1CCC(Cc2ccc(F)cc2)CC1
211,8.05,0,N[C@H](C(=O)O)[C@@H]1C[C@@H]1C(=O)O
212,8.05,0,O=C(O)/C(=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)c1cccs1
213,8.05,0,CCc1c(Cl)sc2nc(O)c(-c3ccccc3)c(O)c12
214,8.05,0,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12
215,8.05,1,Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(Cc2ccoc2)c1
216,8.05,1,Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(Cc2ccc(CCN3CCOCC3)cc2)c1
217,8.05,0,CN(C(=O)Nc1ccccc1)[C@H]1C[C@H](C(=O)O)Nc2cc(Cl)cc(Cl)c21
218,8.05,0,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12
219,8.04,0,O=C(c1cc(=O)c2cc(O)ccc2[nH]1)N1CCC(Cc2ccccc2)CC1
220,8.04,0,O=C(c1cc(=O)c2cc(O)ccc2[nH]1)N1CCC(Cc2ccc(Cl)cc2)CC1
221,8.03,1,CC1(C)CCCN(CCCC2CCCc3cscc32)C1
222,8.02,1,Oc1nc2sc(Cl)c(C3CC3)c2c(O)c1-c1cccc(Oc2ccccc2)c1
223,8.02,0,O=C(O)C[C@H]1CCc2cc(Br)cc3[nH]c(=O)c(=O)n1c23
224,8.02,0,O=C(O)/C(=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)c1ccsc1
225,8.02,1,Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(NCc2ccccc2)c1
226,8.01,0,c1ccc(C2(N3CCCCC3)CCCCC2)cc1
227,8.01,1,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(SC)c2Cl)c1.Cl
228,8.0,0,CN[C@]12CCCC[C@H]1Cc1ccccc12
229,8.0,0,Cc1ccc(-c2cc(NC[C@H](C)O)c3ccccc3n2)cc1Cl
230,8.0,0,CN[C@]12CCCCC1Cc1ccccc12
231,8.0,0,COc1ccc(-c2cc(NC[C@H](C)O)c3ccccc3n2)cc1C
232,8.0,0,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12
233,8.0,0,CCOC1(OCC)C2c3ccccc3C([n+]3ccn(Cc4ccccc4)c32)C1(C)C.[Cl-]
234,8.0,0,O=C(O)CC1CCc2cc(Br)cc3[nH]c(=O)c(=O)n1c23
235,8.0,0,O=C1C2=NCC(O)CN(CCP(=O)(O)O)C2=C1O
236,8.0,0,N#CC12CC(c3ccoc3)(c3ccoc3)C(c3ccccc31)c1cccc[n+]12.[Cl-]
237,7.99,0,C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1
238,7.99,0,COc1cccc(-c2c(O)c3c(I)cc(Cl)cc3[nH]c2=O)c1
239,7.99,1,Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(-n2ccc3ccccc32)c1
240,7.98,0,CCc1c(Br)sc2nc(O)c(-c3ccccc3)c(O)c12
241,7.96,0,C[C@H]([C@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1
242,7.96,0,C=C(C)COc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1
243,7.96,0,CCOC1(OCC)C2(C)c3ccccc3C([n+]3ccccc32)C1(C)C.[O-][Cl+3]([O-])([O-])[O-]
244,7.96,0,CCOC(=O)C1Nc2cc(Cl)cc(Cl)c2S(=O)(=O)N1Cc1cccc(Cl)c1
245,7.96,0,CC12NC(Cc3ccc(Cl)cc31)c1ccccc12
246,7.96,0,CC12NC(c3ccccc31)[C@@H](F)c1ccccc12
247,7.96,0,C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1
248,7.96,0,O=C(O)/C(=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)c1ccccc1
249,7.96,0,CC12NC(Cc3ccc(I)cc31)c1ccccc12
250,7.96,0,OCC(O)CNc1cc(C2CCc3ccccc3C2)nc2ccccc12
251,7.96,0,Oc1ccc(-c2c(O)nc3cc(Cl)cc(Cl)c3c2O)cc1
252,7.96,0,Cc1ccc(CC2CCN(C(=O)c3cc(=O)c4cc(O)ccc4[nH]3)CC2)cc1
253,7.96,0,CCOC1(OCC)C2c3ccccc3C([n+]3ccccc32)C1(C)C.[Cl-]
